Date,Open,High,Low,Close,Volume,RSI,RSI_Open,RSI_High,RSI_Low,MFI,ADX,R3,S3,Returns,Vol_SMA20,Rel_Vol,EMA200,Dist_EMA200,VIX_Close,VIX_RSI,VIX_RSI_Open,VIX_RSI_High,VIX_RSI_Low,VIX_ADX,VIX_RSI_ADX,VIX_EMA,Future_Returns,Target
2021-01-11,14474.0498046875,14498.2001953125,14383.099609375,14484.75,672900,95.1328560233451,73.63527973463151,77.8994993947523,96.58691658627686,81.6810557039646,30.44616825189905,14516.402661132812,14453.097338867188,0.009583718134137165,513350.0,1.3108015973507354,13271.172073731455,0.09144466815185548,22.3799991607666,64.32926306264972,55.754274774470126,62.50000548509203,60.526311878978746,23.066807576675625,23.066807576675625,20.549117382301578,9.609083312889233e-05,0
2021-01-12,14473.7998046875,14590.650390625,14432.849609375,14563.4501953125,929600,94.8970408639552,96.58299901835032,100.0,96.55692838411039,91.39031974243794,33.373337842089526,14606.84541015625,14520.05498046875,0.005433314024232416,531910.0,1.7476640785095223,13284.030562503405,0.09631260834497699,22.850000381469727,48.11529858462897,63.37125872788269,47.756408623584335,56.93237460086741,24.00993430078208,24.00993430078208,20.768249096508068,0.002111247340323086,0
2021-01-13,14639.7998046875,14653.349609375,14435.7001953125,14564.849609375,874000,94.27162305957253,96.76426295316803,100.0,95.81358271718544,91.89751614655245,37.54421001935377,14624.703198242187,14504.996020507813,9.609083312889233e-05,550730.0,1.5869845477820348,13296.775030631483,0.0953670777930951,23.290000915527344,57.86925610403502,48.293172421585204,47.70053181398138,61.78629533014742,24.70006489700793,24.70006489700793,21.008415936414664,-0.011092344158201595,-1
2021-01-14,14550.0498046875,14617.7998046875,14471.5,14595.599609375,620200,93.5790602158583,88.56868766694726,96.12388078295415,95.10310084796146,92.08156687828503,40.94597540629932,14635.832055664063,14555.367163085937,0.002111247340323086,558630.0,1.1102160643001628,13309.698658280673,0.09661382906624257,23.030000686645508,67.99431322568435,57.06522156024804,61.09590601622711,57.6975147296362,25.390195493233783,25.390195493233783,21.20094781738903,-0.010558650142566628,-1
2021-01-15,14594.349609375,14617.4501953125,14357.849609375,14433.7001953125,789600,77.77502477700693,87.48318212908609,95.53461671144885,81.5670823989608,82.85081954538329,42.43247263966625,14505.090356445313,14362.310034179687,-0.011092344158201595,577310.0,1.3677227139664998,13320.882753176513,0.08353931663204704,24.010000228881836,77.00535536610131,65.87201815354845,76.08393514902407,69.8173965294462,23.969371786648626,23.969371786648626,21.46847661848358,0.016794730817062842,1
2021-01-18,14453.2998046875,14459.150390625,14222.7998046875,14281.2998046875,762000,65.82122896116705,75.01500501666973,77.93063342611212,69.05986272717666,74.68448289979004,42.23370052906983,14346.296215820312,14216.303393554688,-0.010558650142566628,589440.0,1.2927524429967427,13330.439141748762,0.0713300329289826,24.399999618530273,76.7881269702518,73.99049859712503,78.10501220362195,65.33003651965575,22.361154073038474,22.361154073038474,21.747669285154696,0.008508265623863087,0
2021-01-19,14371.650390625,14546.0498046875,14350.849609375,14521.150390625,546100,70.858792569215,67.82053337608893,79.28427298590444,72.59999327761017,75.20491917250553,42.322893564548345,14574.830444335938,14467.470336914062,0.016794730817062842,582380.0,0.9377039046670559,13342.28701487191,0.08835542020937459,22.899999618530273,62.3391775554743,73.7724498921263,68.48205245852509,57.398376841379424,21.843187273261417,21.843187273261417,21.857415031190463,-0.0037112802046228577,0
2021-01-20,14538.2998046875,14666.4501953125,14517.5498046875,14644.7001953125,623100,73.4117286773424,72.69392667143471,81.14568904134656,74.82908893050396,75.73918559764812,42.80279038926195,14685.647802734375,14603.752587890625,0.008508265623863087,578725.0,1.0766771782798392,13355.246350000674,0.0965503601745063,21.549999237060547,52.29644424747118,61.11695866118192,58.45666756926393,45.526958184774614,21.936298474145982,21.936298474145982,21.82813733651142,-0.009254169343308138,0
2021-01-21,14730.9501953125,14753.5498046875,14517.25,14590.349609375,704600,69.94660231875923,75.89968988672777,82.21779490283991,73.57030184510502,76.69377199143347,43.49342191977257,14655.332055664063,14525.367163085937,-0.0037112802046228577,591020.0,1.1921762376907719,13367.535934671065,0.09147637086445767,22.18000030517578,55.294117867052925,52.091248134805305,56.486217204880944,48.15294982647207,21.727559836060276,21.727559836060276,21.861648095431836,-0.019060488041877988,-1
2021-01-25,14477.7998046875,14491.099609375,14218.599609375,14238.900390625,618600,51.22826800390162,63.121183981649374,61.58732636179179,56.646489325404566,63.4066664761401,40.70646445666102,14313.837890625,14163.962890625,-0.009254169343308138,617040.0,1.0025281991443018,13386.100464379815,0.06370786836050357,23.25,65.78431213053298,64.53252320122877,63.44294385639609,52.94117647058823,20.885871551191137,20.885871551191137,21.99387208634309,-0.010735650281904374,-1
2021-01-27,14237.9501953125,14237.9501953125,13929.2998046875,13967.5,660700,45.09481289326716,49.906739526411656,49.780663419743675,46.46259196074009,63.254978185679825,38.71359137030675,14052.378857421874,13882.621142578126,-0.019060488041877988,628095.0,1.051910937039779,13391.885534385987,0.04298233166166357,24.389999389648438,68.0110007339184,65.78431213053298,66.60746993425403,52.38095021842549,19.501677286721144,19.501677286721144,22.222074686657884,-0.013240422354072856,-1
2021-01-28,13810.400390625,13898.25,13713.25,13817.5498046875,637900,41.85472698193975,39.043077582511785,39.71854102184114,37.91824086943205,57.262284519881774,37.53060673034521,13868.4248046875,13766.6748046875,-0.010735650281904374,640955.0,0.9952336747509576,13396.12099976212,0.03145901749714433,24.290000915527344,65.71156509379895,68.0110007339184,66.39858089080907,57.91688635623673,18.25173074196664,18.25173074196664,22.419020041788308,0.047423511101338356,1
2021-01-29,13946.599609375,13966.849609375,13596.75,13634.599609375,753200,31.596202596768507,42.76462670129305,38.21198369701141,31.771759727170902,50.502880331908,35.88167957358902,13736.377001953126,13532.822216796874,-0.013240422354072856,655995.0,1.1481794830753282,13398.493921250807,0.01762180805633052,25.34000015258789,71.18492091606859,65.71156509379895,72.17778804073149,54.83067863901556,17.115054553123333,17.115054553123333,22.69720862376922,0.02567357148195737,1
2021-02-01,13758.599609375,14336.349609375,13661.75,14281.2001953125,870500,45.837854546659926,33.18208509538373,45.822450556779735,27.70378526919228,51.366226238983295,32.06905645569871,14466.715087890625,14095.685302734375,0.047423511101338356,681615.0,1.2771139132794906,13407.277068256397,0.06518274535589619,23.31999969482422,60.19787073691593,71.18492091606859,72.75986826982025,64.63004813916973,14.980035189099038,14.980035189099038,22.75652205910779,0.009701122671723184,0
2021-02-02,14481.099609375,14731.7001953125,14469.150390625,14647.849609375,915000,51.5439669257899,50.128098308211214,53.1483658839947,50.76413020061604,51.32202328955243,29.27072551421259,14720.050805664063,14575.648413085937,0.02567357148195737,702615.0,1.302277918917188,13419.621073640663,0.09152482987368928,23.350000381469727,54.24322482416682,60.19787073691593,53.71330328571438,51.11248641397246,14.783678544817894,14.783678544817894,22.81304380409464,0.0071467580293813615,0
2021-02-03,14754.900390625,14868.849609375,14574.150390625,14789.9501953125,869500,53.91628934290447,51.94617427806302,54.6554370674662,52.7942074390528,51.35622848917258,26.66358364890026,14870.99248046875,14708.90791015625,0.009701122671723184,721465.0,1.205186668791972,13433.25618927919,0.1009951710082073,23.75,53.96126637889653,54.24322482416682,54.03087910658829,45.40466277469814,14.560193495972523,14.560193495972523,22.9022777275142,0.0019199973566108586,0
2021-02-04,14789.0498046875,14913.7001953125,14714.75,14895.650390625,884700,55.08758706381987,54.118562138227354,56.36673852838958,54.710039694065244,52.687719265126844,24.17652499563143,14950.361694335938,14840.939086914062,0.0071467580293813615,734085.0,1.2051737877766198,13447.807375362232,0.10766387224696314,23.1200008392334,49.26406876364972,53.96126637889653,49.46140493917884,49.10485699578152,14.803120885360583,14.803120885360583,22.923013261963646,0.01283480273296811,1
2021-02-05,14952.599609375,15014.650390625,14864.75,14924.25,935600,58.71143290700196,55.92982258766357,58.19172354622299,59.678844921732534,60.980982554998434,23.239827866335254,14965.472607421874,14883.027392578126,0.0019199973566108586,752905.0,1.2426534556152502,13462.498346751663,0.10857952332458705,23.420000076293945,51.68248279929749,49.26406876364972,51.11111032619378,42.06856569591741,15.874062570626998,15.874062570626998,22.970345339518914,-0.0004300136336804483,0
2021-02-08,15064.2998046875,15159.900390625,15041.0498046875,15115.7998046875,671200,64.61624089101926,60.21261481487285,64.5302447491558,65.38150873485417,67.9836158099275,23.944364117512627,15148.483715820312,15083.115893554688,0.01283480273296811,755790.0,0.8880773759906853,13478.949107527143,0.12143756045835047,23.959999084472656,49.77577953710085,51.68248279929749,48.38709677419355,47.77370230591377,17.262429888655696,17.262429888655696,23.064598077133557,-0.00018530340410816137,0
2021-02-09,15164.150390625,15257.099609375,15064.2998046875,15109.2998046875,713300,61.21844245515435,63.16620319745086,64.68110537715408,63.96157119919155,68.58453175273924,24.45190481644364,15162.319750976563,15056.279858398437,-0.0004300136336804483,757810.0,0.9412649608740977,13495.171502523766,0.11960783913430603,24.270000457763672,49.41283113482786,49.77577953710085,45.11434082744457,44.455959911285554,19.097180693951795,19.097180693951795,23.179398303860236,0.004421924647502795,0
2021-02-10,15119.0498046875,15168.25,14977.2001953125,15106.5,624800,59.23377782290582,60.05435921989989,60.49747064406747,59.28418137490828,62.559409687256895,23.979542434150638,15159.038696289062,15053.961303710938,-0.00018530340410816137,742570.0,0.8414021573723689,13511.20462190164,0.11807203152799489,23.950000762939453,55.308399452519446,49.41283113482786,53.07692130339451,51.65562678160824,19.489652439193986,19.489652439193986,23.252789014248734,-0.0006590524229219685,0
2021-02-11,15073.25,15188.5,15065.400390625,15173.2998046875,500100,61.598460846759664,56.243611927228784,59.36081734942352,60.69207236929828,61.88732042678002,23.22580809936602,15207.152197265625,15139.447412109375,0.004421924647502795,723875.0,0.6908651355551718,13527.742882426874,0.12164312528428349,23.049999237060547,57.94491641002991,55.308399452519446,55.9675498673475,55.38559743955777,19.498249310212504,19.498249310212504,23.23347570213557,-8.162092525865194e-05,0
2021-02-12,15186.2001953125,15243.5,15081.0,15163.2998046875,571800,67.16999073270136,61.1357362408666,63.891110173289185,64.94658359421291,68.74595478945481,23.96457433417792,15207.9873046875,15118.6123046875,-0.0006590524229219685,721455.0,0.7925650248456245,13544.017080658323,0.11955704975753545,22.040000915527344,49.28717185140699,57.94491641002991,51.54748719460276,57.51157568556297,19.31152940312364,19.31152940312364,23.119811436744314,-0.005914312869584326,0
2021-02-16,15371.4501953125,15431.75,15242.2001953125,15313.4501953125,648500,82.78246854721355,72.25690830423154,79.10429922847302,80.46738672262737,80.72277020653084,28.078226662809328,15365.576391601562,15261.323999023438,-8.162092525865194e-05,699100.0,0.9276212272922328,13579.06680694538,0.12772478499627252,21.780000686645508,41.84239790017979,45.36488773444734,40.904202615101035,50.72780472528214,19.91896927309202,19.91896927309202,22.99221041292538,-0.009074717063029758,0
2021-02-18,15238.7001953125,15250.75,15078.0498046875,15118.9501953125,770600,88.76702014949012,80.5403174541622,85.2023652567306,87.28979103373914,80.6085322850279,29.1368760114627,15166.442749023438,15071.457641601562,-0.005914312869584326,704410.0,1.093965162334436,13610.444913636506,0.11083438427237605,21.540000915527344,32.42910234164178,40.685224314656224,34.12887399022016,46.854661590518695,21.333431339126438,21.333431339126438,22.853904746506522,-0.020428174591586412,-1
2021-02-19,15074.7998046875,15144.0498046875,14898.2001953125,14981.75,712200,74.92971431867893,81.46844281069329,75.87456100669542,79.42458081083907,73.12254621934284,30.074547235538255,15049.358642578125,14914.141357421875,-0.009074717063029758,704790.0,1.0105137700591666,13624.089740366491,0.09965144721639123,22.25,38.30274356433695,32.685305998530666,35.88850892056678,32.713442436452894,22.68419928043237,22.68419928043237,22.796390008743998,0.0021872625461001327,0
2021-02-22,14999.0498046875,15010.099609375,14635.0498046875,14675.7001953125,609900,51.03576116224322,67.92771330315078,60.712618885678104,55.32821925988748,65.97695935927257,28.986275928891068,14778.838891601563,14572.561499023437,-0.020428174591586412,696445.0,0.8757331878324922,13634.553525987845,0.07636089200428894,25.469999313354492,50.59687415436917,38.461533482382706,49.21803071376093,40.75404297081329,21.88911425844233,21.88911425844233,23.051019466325947,0.01864318245786234,1
2021-02-23,14782.25,14854.5,14651.849609375,14707.7998046875,744100,46.67258930633918,50.9855354392998,49.45556726378644,52.64535065425583,57.731903244373704,27.525524307278136,14763.528662109375,14652.070947265625,0.0021872625461001327,702720.0,1.0588854735883424,13645.232593437593,0.07787094899070666,25.229999542236328,60.48298857977221,50.590368565232104,48.680614322576965,54.356846965620896,21.094029236452286,21.094029236452286,23.25854137831741,0.007699213013950157,0
2021-02-24,14729.150390625,15008.7998046875,14504.5,14982.0,403800,53.077431749523186,47.870623090184594,53.33145405506742,42.87457024884197,55.47119382508763,25.8802880178796,15120.682446289062,14843.317553710938,0.01864318245786234,689875.0,0.5853234281572749,13658.533761662095,0.09689665533885637,24.170000076293945,54.04339276463721,60.346695244522934,58.92070091296481,59.36555599637777,19.824322216620477,19.824322216620477,23.345346968600893,-0.03763569324758598,-1
2021-02-25,15079.849609375,15176.5,15065.349609375,15097.349609375,803900,55.80988454569531,53.99240638814436,55.41647656784142,55.31756156457161,54.85466199040195,24.280863643634202,15127.915966796874,15066.783251953126,0.007699213013950157,698175.0,1.151430515271959,13672.850337261229,0.10418451434604886,22.889999389648438,46.097999671839005,53.9961005310461,49.84292829825109,55.982899074243264,19.364979072600136,19.364979072600136,23.301980532510182,0.015995389118723446,1
2021-02-26,14888.599609375,14919.4501953125,14467.75,14529.150390625,1103600,34.28349870574699,44.7495764163569,42.51329825242081,37.57746376348514,45.09552580553287,23.286061343029697,14653.367944335938,14404.932836914062,-0.03763569324758598,715695.0,1.541997638658926,13681.370735802162,0.06196598799887219,28.139999389648438,66.04859129963512,46.14003295569883,69.37669614830492,53.03950993328339,20.05599623408659,20.05599623408659,23.762744233190016,0.010672985341787733,1
2021-03-01,14702.5,14806.7998046875,14638.5498046875,14761.5498046875,507300,41.68956088836115,36.88082651930758,36.11300009456629,41.32909302815865,43.73641276222891,22.057278056306313,14807.8185546875,14715.2810546875,0.015995389118723446,697535.0,0.7272753338542152,13692.118786238832,0.078105590167936,25.6299991607666,56.19047415515668,65.92639110885091,62.915128480369496,68.43300176859235,19.918999099694684,19.918999099694684,23.94057803581636,0.021884698711632122,1
2021-03-02,14865.2998046875,14959.099609375,14760.7998046875,14919.099609375,621700,45.82998323283756,43.24107793153678,43.79283601053569,45.654958266077486,50.685817455771115,20.678781289448107,14973.632055664062,14864.567163085938,0.010672985341787733,682870.0,0.91042218870356,13704.327550648148,0.08864149329745111,23.610000610351562,49.094675349100086,56.14913448621954,53.48583606397972,54.00777544772947,19.096630537431214,19.096630537431214,23.909094471486377,-0.010812930524138231,-1
2021-03-03,15064.400390625,15273.150390625,14995.7998046875,15245.599609375,544200,51.44213219347069,49.78207754980328,52.139201870055615,48.68030694515064,50.93573862448849,18.609131326152202,15321.871020507813,15169.328198242187,0.021884698711632122,666605.0,0.816375514735113,13719.66359103349,0.11122255354269679,22.09000015258789,44.69327991023017,49.1002610272695,47.877594138168696,51.44551234558824,17.381128821582188,17.381128821582188,23.735847393496044,-0.009459104528952489,0
2021-03-04,15026.75,15202.349609375,14980.2001953125,15080.75,534900,48.44921434271719,45.92230153445953,48.96832656291009,48.088740196875364,44.7071025684039,16.330798311872282,15141.841088867188,15019.658911132812,-0.010812930524138231,649115.0,0.8240450459471742,13733.206739381416,0.0981229865821769,24.149999618530273,50.44883052888268,44.724103772322024,49.08389769803943,54.45619265711418,16.202631238889815,16.202631238889815,23.775290462546923,0.0012117060677612201,0
2021-03-05,14977.9501953125,15092.349609375,14862.099609375,14938.099609375,640700,42.90182277334697,42.38613254008544,43.828743422543866,42.646644499051575,38.75850772810628,13.850725884530743,15001.418359375,14874.780859375,-0.009459104528952489,634370.0,1.00997840377067,13745.195723162447,0.08678696980664699,25.559999465942383,55.50680289217385,50.44642602454639,55.016035099414985,56.618703041849415,15.724974198206459,15.724974198206459,23.945262748584586,0.00950777560179139,0
2021-03-08,15002.4501953125,15111.150390625,14919.900390625,14956.2001953125,0,43.309044086446306,39.99023013230647,41.71535425520103,43.91726440100808,33.96341386793037,11.064075778486943,15008.7939453125,14903.6064453125,0.0012117060677612201,600810.0,0.0,13757.245518905234,0.08715077991154986,24.68000030517578,55.82524239156309,55.477958215990306,56.01679178751065,51.00454079883151,14.38467700142914,14.38467700142914,24.015237753974223,0.005060099883821945,0
2021-03-09,15049.900390625,15126.849609375,14925.4501953125,15098.400390625,675300,47.959220481092416,43.60791368077999,44.887214480272455,45.25238328707065,41.16608258465729,8.664671059862517,15153.785229492187,15043.015551757813,0.00950777560179139,598910.0,1.1275483795561938,13770.590343499462,0.09642361104383182,22.5,51.46460420530866,57.20072262941516,55.9645848152098,52.937334531028334,12.88316967437801,12.88316967437801,23.87092939645287,-0.009479506235763657,0
2021-03-10,15202.150390625,15218.4501953125,15100.849609375,15174.7998046875,404600,51.03665243376771,49.043273672247295,49.13228649787945,50.42758741943932,47.958364219894506,6.9787559327522235,15207.139965820312,15142.459643554688,0.005060099883821945,587900.0,0.6882122810001701,13784.56257694412,0.10085464953880172,20.75,48.48600799843727,52.03118566268476,50.868275948871734,48.102018915553806,11.023527537747842,11.023527537747842,23.57369802536212,-0.006749419963093084,0
2021-03-12,15321.150390625,15336.2998046875,14953.599609375,15030.9501953125,493200,50.910980624596995,56.60369159404507,55.13391832630257,51.05182142786952,49.2453310987746,6.140126969318983,15136.192749023438,14925.707641601562,-0.009479506235763657,587555.0,0.8394107785654109,13796.964443793557,0.08943893104501266,21.709999084472656,48.97494117197248,48.48600799843727,49.56521566062855,47.62184600163048,9.769267575889474,9.769267575889474,23.396202888134553,-0.001275984104457617,0
2021-03-15,15048.400390625,15048.400390625,14745.849609375,14929.5,467500,55.084542494669755,51.19652344058913,50.945091212627695,52.148866674015224,50.092646526289585,6.532615861699119,15012.70146484375,14846.29853515625,-0.006749419963093084,582340.0,0.8027956176803929,13808.233454303076,0.0812027511996839,21.229999542236328,41.0169483306454,48.97494117197248,42.88527883543345,52.60361147579096,10.297081062358654,10.297081062358654,23.189897807572816,-0.012685759862868795,-1
2021-03-16,14996.099609375,15051.599609375,14890.650390625,14910.4501953125,100,54.0811710813764,55.634293489000136,55.2590738109954,54.41226886886757,55.196170063498414,6.912026586961324,14954.71123046875,14866.18916015625,-0.001275984104457617,559545.0,0.000178716635838047,13819.20078505939,0.07896617374811674,20.190000534057617,39.6721314038362,41.0169483306454,39.89922068680983,33.8169646064503,11.919356645062392,11.919356645062392,22.904193305333273,-0.011102973071742905,-1
2021-03-17,14946.5498046875,14956.5498046875,14696.0498046875,14721.2998046875,100,44.563532000702175,55.738554314387926,48.56032874789716,53.478485552581354,52.55604360095563,8.004844271232358,14792.9373046875,14649.6623046875,-0.012685759862868795,527125.0,0.0001897083234526915,13828.17689470743,0.06458717709359804,20.15999984741211,41.42062315054696,39.6721314038362,39.181286599883435,36.57459233066884,13.331934573479355,13.331934573479355,22.642841547436017,0.012786942826028547,1
2021-03-18,14855.5,14875.2001953125,14478.599609375,14557.849609375,542200,38.970883586251624,43.13727013108055,41.28334667774903,37.82651684300528,42.36136032165713,9.40990382643013,14666.914770507812,14448.784448242188,-0.011102973071742905,528995.0,1.0249624287564154,13835.437319728999,0.0522146335494476,20.079999923706055,43.66260726256882,41.42062315054696,42.58064635214281,34.497140418895015,14.608113361502811,14.608113361502811,22.398761392795066,-0.000515437423697751,0
2021-03-19,14471.150390625,14788.25,14350.099609375,14744.0,919200,55.205320639006665,38.57962056388571,45.79000837930881,46.9691038485845,43.572947527458886,10.176200925303009,14864.491357421875,14623.508642578125,0.012786942826028547,536425.0,1.7135666682201613,13844.477744408314,0.06497336137905216,19.989999771118164,26.043499892410267,43.66260726256882,27.30455351125758,40.08579794617314,14.25308336095003,14.25308336095003,22.16935552406393,0.00531673999743143,0
2021-03-22,14736.2998046875,14763.900390625,14597.849609375,14736.400390625,459000,49.31620187086616,50.88634292823263,48.540736405087245,48.99147190364668,43.13579110023619,10.942498024175885,14782.06435546875,14690.73642578125,-0.000515437423697751,523765.0,0.8763472167861541,13853.352596609475,0.06374253364717258,20.489999771118164,32.86666434393929,26.043499892410267,28.764598484953282,34.39456967142736,13.898053360397252,13.898053360397252,22.00941688092624,-0.017911176994211853,-1
2021-03-23,14768.5498046875,14878.599609375,14707.0,14814.75,474200,47.035101310555476,47.276413064156266,47.18983223265702,48.65815964906726,41.75267087112546,11.730910903675992,14861.939892578124,14767.560107421876,0.00531673999743143,516980.0,0.9172501837595265,13862.918739926794,0.06866023511569919,20.670000076293945,38.8297834564728,32.86666434393929,38.104976983749836,42.81943179340615,14.006259379074066,14.006259379074066,21.881853375723164,-0.015430189146808937,-1
2021-03-24,14712.4501953125,14752.349609375,14535.0,14549.400390625,456400,29.50667082143724,39.2248011026433,29.07586988353424,38.134127444358334,33.33370928360213,13.653775530039622,14609.171533203125,14489.629248046875,-0.017911176994211853,502595.0,0.9080870283230036,13869.749403117821,0.04900239851156922,22.459999084472656,51.37750941389703,38.8297834564728,46.515151931125075,44.34117115580107,14.792365515452806,14.792365515452806,21.936914871794542,0.012733031929623273,1
2021-03-25,14570.900390625,14575.599609375,14264.400390625,14324.900390625,606800,28.50562748826958,36.878618436217145,26.79472512723649,33.70739963092758,33.091429785574846,16.295567836354397,14410.48017578125,14239.32060546875,-0.015430189146808937,512745.0,1.1834342606948873,13874.278268665157,0.03247895949856836,22.700000762939453,43.75538752120714,51.37750941389703,45.05836485776822,47.49871261353469,14.843248582053318,14.843248582053318,22.009589718570247,0.02328481586755049,1
2021-03-26,14506.2998046875,14572.900390625,14414.25,14507.2998046875,481000,38.02002117153889,36.546182053999125,29.10748148834783,39.95154986954049,41.97442407995832,18.8695102362289,14550.928662109374,14463.670947265626,0.012733031929623273,496600.0,0.9685863874345549,13880.576990416625,0.04515106358356537,20.649999618530273,29.9591842962771,43.75538752120714,34.70640125159497,39.23756250977616,15.271389801416705,15.271389801416705,21.88010494713787,-0.010400699094332388,-1
2021-03-30,14628.5,14876.2998046875,14617.599609375,14845.099609375,594500,47.376855122126905,39.896240718156506,42.31381650985579,43.633092223041274,47.22894466641727,20.042501180070325,14916.242163085937,14773.957055664063,0.02328481586755049,471145.0,1.2618196096743042,13890.17423040626,0.06874826500580256,20.489999771118164,31.830007439155494,29.9591842962771,30.650157769595268,46.15384407665254,16.504189915779953,16.504189915779953,21.747713977993136,0.012024574166918489,1
2021-03-31,14811.849609375,14813.75,14670.25,14690.7001953125,463900,40.42911213357083,44.00813323081582,40.05777772816187,44.72966557451637,38.06160573239822,21.27634817862429,14730.1626953125,14651.2376953125,-0.010400699094332388,468975.0,0.9891785276400661,13898.13966289289,0.057026375590086595,20.649999618530273,40.27339465328675,31.830007439155494,34.130257885107824,46.63236591755812,17.6311742310097,17.6311742310097,21.64316975328239,-0.015439860548026041,-1
2021-04-01,14798.400390625,14883.2001953125,14692.4501953125,14867.349609375,445000,43.10695367239852,39.07394957272546,39.20251820464689,40.99609401071596,38.362070325480694,22.040042172445233,14919.805859375,14814.893359375,0.012024574166918489,460140.0,0.967096970487243,13907.78354295739,0.06899489508545842,19.989999771118164,45.48693454872063,40.27339465328675,40.990102562456215,51.04966664863166,18.955405114342927,18.955405114342927,21.48572499307627,0.003122067245233451,0
2021-04-05,14837.7001953125,14849.849609375,14459.5,14637.7998046875,509700,41.5117389184913,36.32736570629685,33.430926630729445,39.50332933901169,38.35560408738941,23.678796910395018,14745.145947265624,14530.453662109376,-0.015439860548026041,458415.0,1.111874611432872,13915.04738635769,0.05194034905252255,21.219999313354492,47.18066892402498,45.48693454872063,52.54776799232444,53.8137783986442,18.57738787141167,18.57738787141167,21.46041778548372,0.009231436965811968,0
2021-04-06,14737.0,14779.099609375,14573.900390625,14683.5,475300,44.557757287174745,40.24372781789255,39.23483154489013,46.19623780189052,45.76084054013507,24.808791261400167,14739.92978515625,14627.07021484375,0.003122067245233451,455435.0,1.043617640277976,13922.693681020797,0.05464505191379183,20.84000015258789,47.72992210290623,47.18066892402498,47.41959427544367,46.44351416733199,18.40900716051623,18.40900716051623,21.40133039187459,0.0036945688638336804,0
2021-04-07,14716.4501953125,14879.7998046875,14649.849609375,14819.0498046875,0,48.07707479672391,41.06064418328925,43.62901140543958,44.505778535949744,45.75997946026137,25.447238674121575,14882.286108398437,14755.813500976563,0.009231436965811968,423400.0,0.0,13931.612647425442,0.06369952852701921,20.25,50.36854702937527,47.72992210290623,50.277556270563366,54.83415830289361,17.32653889110815,17.32653889110815,21.291679878362725,-0.0026187118170183377,0
2021-04-08,14875.650390625,14984.150390625,14821.099609375,14873.7998046875,514800,53.40068205277852,47.88207954752974,51.01652230896552,52.88392370915862,49.844022553632065,24.937104793594706,14918.63876953125,14828.96083984375,0.0036945688638336804,449140.0,1.1461904973950217,13940.987644015113,0.06691148320993202,20.309999465942383,50.91799031291023,50.36854702937527,50.679456727352665,51.98269332425361,16.370954204283105,16.370954204283105,21.198186505751263,-0.03532558930400764,-1
